S -> 17
{15 } -> 17
{16 } -> 17
{18 } -> 17
{0 9 } -> 17
{0 10 } -> 17
{0 11 } -> 17
{0 12 } -> 17
{0 13 } -> 17
{0 14 } -> 17
{1 12 } -> 17
{1 13 } -> 17
{1 14 } -> 17
{2 12 } -> 17
{2 13 } -> 17
{2 14 } -> 17
{3 12 } -> 17
{3 13 } -> 17
{3 14 } -> 17
{9 19 } -> 17
{9 20 } -> 17
{10 19 } -> 17
{10 20 } -> 17
{11 19 } -> 17
{11 20 } -> 17
{12 19 } -> 17
{12 20 } -> 17
{13 19 } -> 17
{13 20 } -> 17
{14 19 } -> 17
{14 20 } -> 17
